Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
172.16.0.1-192.168.10.50-54987-22-6,172.16.0.1,54987,192.168.10.50,22,6,7/7/2017 1:55,591,2,1,8,2,6,2,4.0,2.828427125,2,2,2.0,0.0,16920.47377,5076.142132,295.5,260.9224023,480.0,111.0,591.0,591.0,0.0,591.0,591.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,24,3384.094755,1692.047377,2,6,3.0,2.0,4.0,0,0,0,1,0,0,0,0,0,4.0,4.0,2.0,44,0,0,0,0,0,0,2,8,1,2,1024,29200,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
172.16.0.1-192.168.10.50-54987-21-6,172.16.0.1,54987,192.168.10.50,21,6,7/7/2017 1:55,593,2,1,8,2,6,2,4.0,2.828427125,2,2,2.0,0.0,16863.40641,5059.021922,296.5,327.3904397,528.0,65.0,593.0,593.0,0.0,593.0,593.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,24,3372.681282,1686.340641,2,6,3.0,2.0,4.0,0,0,0,1,0,0,0,0,0,4.0,4.0,2.0,44,0,0,0,0,0,0,2,8,1,2,1024,29200,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
172.16.0.1-192.168.10.50-54998-443-6,172.16.0.1,54998,192.168.10.50,443,6,7/7/2017 1:55,94,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,85106.38298,21276.59574,94.0,0.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,20,10638.29787,10638.29787,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
172.16.0.1-192.168.10.50-54999-443-6,172.16.0.1,54999,192.168.10.50,443,6,7/7/2017 1:55,97,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,82474.2268,20618.5567,97.0,0.0,97.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,20,10309.27835,10309.27835,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
172.16.0.1-192.168.10.50-54987-444-6,172.16.0.1,54987,192.168.10.50,444,6,7/7/2017 1:55,124,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,64516.12903,16129.03226,124.0,0.0,124.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,20,8064.516129,8064.516129,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
172.16.0.1-192.168.10.50-55000-443-6,172.16.0.1,55000,192.168.10.50,443,6,7/7/2017 1:55,89,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,89887.64045,22471.91011,89.0,0.0,89.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,20,11235.95506,11235.95506,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
172.16.0.1-192.168.10.50-63214-80-6,172.16.0.1,63214,192.168.10.50,80,6,7/7/2017 1:55,818,2,1,8,2,6,2,4.0,2.828427125,2,2,2.0,0.0,12224.93888,3667.481663,409.0,444.0630586,723.0,95.0,818.0,818.0,0.0,818.0,818.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,24,2444.987775,1222.493888,2,6,3.0,2.0,4.0,0,0,0,1,0,0,0,0,0,4.0,4.0,2.0,44,0,0,0,0,0,0,2,8,1,2,1024,29200,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
172.16.0.1-192.168.10.50-63214-444-6,172.16.0.1,63214,192.168.10.50,444,6,7/7/2017 1:55,121,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,66115.70248,16528.92562,121.0,0.0,121.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,20,8264.46281,8264.46281,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
172.16.0.1-192.168.10.50-63214-443-6,172.16.0.1,63214,192.168.10.50,443,6,7/7/2017 1:55,71,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,112676.0563,28169.01408,71.0,0.0,71.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,20,14084.50704,14084.50704,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
172.16.0.1-192.168.10.50-63214-22-6,172.16.0.1,63214,192.168.10.50,22,6,7/7/2017 1:55,625,2,1,8,2,6,2,4.0,2.828427125,2,2,2.0,0.0,16000.0,4800.0,312.5,249.6086938,489.0,136.0,625.0,625.0,0.0,625.0,625.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,24,3200.0,1600.0,2,6,3.0,2.0,4.0,0,0,0,1,0,0,0,0,0,4.0,4.0,2.0,44,0,0,0,0,0,0,2,8,1,2,1024,29200,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
172.16.0.1-192.168.10.50-63214-21-6,172.16.0.1,63214,192.168.10.50,21,6,7/7/2017 1:55,648,2,1,8,2,6,2,4.0,2.828427125,2,2,2.0,0.0,15432.09877,4629.62963,324.0,360.6244584,579.0,69.0,648.0,648.0,0.0,648.0,648.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,24,3086.419753,1543.209877,2,6,3.0,2.0,4.0,0,0,0,1,0,0,0,0,0,4.0,4.0,2.0,44,0,0,0,0,0,0,2,8,1,2,1024,29200,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
172.16.0.1-192.168.10.50-57636-22-6,172.16.0.1,57636,192.168.10.50,22,6,7/7/2017 1:55,699,2,1,8,2,6,2,4.0,2.828427125,2,2,2.0,0.0,14306.15165,4291.845494,349.5,318.9051583,575.0,124.0,699.0,699.0,0.0,699.0,699.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,24,2861.230329,1430.615165,2,6,3.0,2.0,4.0,0,0,0,1,0,0,0,0,0,4.0,4.0,2.0,44,0,0,0,0,0,0,2,8,1,2,1024,29200,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
172.16.0.1-192.168.10.50-57636-21-6,172.16.0.1,57636,192.168.10.50,21,6,7/7/2017 1:55,740,2,1,8,2,6,2,4.0,2.828427125,2,2,2.0,0.0,13513.51351,4054.054054,370.0,292.7422074,577.0,163.0,740.0,740.0,0.0,740.0,740.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,24,2702.702703,1351.351351,2,6,3.0,2.0,4.0,0,0,0,1,0,0,0,0,0,4.0,4.0,2.0,44,0,0,0,0,0,0,2,8,1,2,1024,29200,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
172.16.0.1-192.168.10.50-57636-80-6,172.16.0.1,57636,192.168.10.50,80,6,7/7/2017 1:55,598,2,1,8,2,6,2,4.0,2.828427125,2,2,2.0,0.0,16722.40803,5016.722408,299.0,244.6589463,472.0,126.0,598.0,598.0,0.0,598.0,598.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,24,3344.481605,1672.240803,2,6,3.0,2.0,4.0,0,0,0,1,0,0,0,0,0,4.0,4.0,2.0,44,0,0,0,0,0,0,2,8,1,2,1024,29200,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
172.16.0.1-192.168.10.50-57636-443-6,172.16.0.1,57636,192.168.10.50,443,6,7/7/2017 1:55,54,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,148148.1481,37037.03704,54.0,0.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,20,18518.51852,18518.51852,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
172.16.0.1-192.168.10.50-57636-444-6,172.16.0.1,57636,192.168.10.50,444,6,7/7/2017 1:55,125,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,64000.0,16000.0,125.0,0.0,125.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,20,8000.0,8000.0,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
172.16.0.1-192.168.10.50-38040-443-6,172.16.0.1,38040,192.168.10.50,443,6,7/7/2017 1:55,83,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,96385.54217,24096.38554,83.0,0.0,83.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,20,12048.19277,12048.19277,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
172.16.0.1-192.168.10.50-38040-22-6,172.16.0.1,38040,192.168.10.50,22,6,7/7/2017 1:55,673,2,1,8,2,6,2,4.0,2.828427125,2,2,2.0,0.0,14858.84101,4457.652303,336.5,357.0889245,589.0,84.0,673.0,673.0,0.0,673.0,673.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,24,2971.768202,1485.884101,2,6,3.0,2.0,4.0,0,0,0,1,0,0,0,0,0,4.0,4.0,2.0,44,0,0,0,0,0,0,2,8,1,2,1024,29200,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
172.16.0.1-192.168.10.50-38040-21-6,172.16.0.1,38040,192.168.10.50,21,6,7/7/2017 1:55,653,2,1,8,2,6,2,4.0,2.828427125,2,2,2.0,0.0,15313.93568,4594.180704,326.5,306.1772363,543.0,110.0,653.0,653.0,0.0,653.0,653.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,24,3062.787136,1531.393568,2,6,3.0,2.0,4.0,0,0,0,1,0,0,0,0,0,4.0,4.0,2.0,44,0,0,0,0,0,0,2,8,1,2,1024,29200,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
172.16.0.1-192.168.10.50-38040-80-6,172.16.0.1,38040,192.168.10.50,80,6,7/7/2017 1:55,665,2,1,8,2,6,2,4.0,2.828427125,2,2,2.0,0.0,15037.59398,4511.278195,332.5,290.6208871,538.0,127.0,665.0,665.0,0.0,665.0,665.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,24,3007.518797,1503.759398,2,6,3.0,2.0,4.0,0,0,0,1,0,0,0,0,0,4.0,4.0,2.0,44,0,0,0,0,0,0,2,8,1,2,1024,29200,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
172.16.0.1-192.168.10.50-38040-444-6,172.16.0.1,38040,192.168.10.50,444,6,7/7/2017 1:55,126,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,63492.06349,15873.01587,126.0,0.0,126.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,20,7936.507937,7936.507937,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
172.16.0.1-192.168.10.50-38051-443-6,172.16.0.1,38051,192.168.10.50,443,6,7/7/2017 1:55,126,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,63492.06349,15873.01587,126.0,0.0,126.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,20,7936.507937,7936.507937,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
172.16.0.1-192.168.10.50-38052-443-6,172.16.0.1,38052,192.168.10.50,443,6,7/7/2017 1:55,119,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,67226.89076,16806.72269,119.0,0.0,119.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,20,8403.361345,8403.361345,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
172.16.0.1-192.168.10.50-34551-80-6,172.16.0.1,34551,192.168.10.50,80,6,7/7/2017 1:55,877,2,1,8,2,6,2,4.0,2.828427125,2,2,2.0,0.0,11402.50855,3420.752566,438.5,447.5985925,755.0,122.0,877.0,877.0,0.0,877.0,877.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,24,2280.50171,1140.250855,2,6,3.0,2.0,4.0,0,0,0,1,0,0,0,0,0,4.0,4.0,2.0,44,0,0,0,0,0,0,2,8,1,2,1024,29200,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
172.16.0.1-192.168.10.50-34551-21-6,172.16.0.1,34551,192.168.10.50,21,6,7/7/2017 1:55,511,2,1,8,2,6,2,4.0,2.828427125,2,2,2.0,0.0,19569.47162,5870.841487,255.5,222.7386361,413.0,98.0,511.0,511.0,0.0,511.0,511.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,24,3913.894325,1956.947162,2,6,3.0,2.0,4.0,0,0,0,1,0,0,0,0,0,4.0,4.0,2.0,44,0,0,0,0,0,0,2,8,1,2,1024,29200,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
172.16.0.1-192.168.10.50-34551-22-6,172.16.0.1,34551,192.168.10.50,22,6,7/7/2017 1:55,418,2,1,8,2,6,2,4.0,2.828427125,2,2,2.0,0.0,23923.44498,7177.033493,209.0,216.374675,362.0,56.0,418.0,418.0,0.0,418.0,418.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,24,4784.688995,2392.344498,2,6,3.0,2.0,4.0,0,0,0,1,0,0,0,0,0,4.0,4.0,2.0,44,0,0,0,0,0,0,2,8,1,2,1024,29200,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
172.16.0.1-192.168.10.50-34551-443-6,172.16.0.1,34551,192.168.10.50,443,6,7/7/2017 1:55,94,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,85106.38298,21276.59574,94.0,0.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,20,10638.29787,10638.29787,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
172.16.0.1-192.168.10.50-34551-444-6,172.16.0.1,34551,192.168.10.50,444,6,7/7/2017 1:55,140,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,57142.85714,14285.71429,140.0,0.0,140.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,20,7142.857143,7142.857143,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
172.16.0.1-192.168.10.50-49068-21-6,172.16.0.1,49068,192.168.10.50,21,6,7/7/2017 1:56,779,2,1,8,2,6,2,4.0,2.828427125,2,2,2.0,0.0,12836.97047,3851.091142,389.5,481.539718,730.0,49.0,779.0,779.0,0.0,779.0,779.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,24,2567.394095,1283.697047,2,6,3.0,2.0,4.0,0,0,0,1,0,0,0,0,0,4.0,4.0,2.0,44,0,0,0,0,0,0,2,8,1,2,1024,29200,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
172.16.0.1-192.168.10.50-49068-443-6,172.16.0.1,49068,192.168.10.50,443,6,7/7/2017 1:56,20,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,400000.0,100000.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,20,50000.0,50000.0,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
